"aice_nonbreed","aice_arrival","aice_incubation","aice_rearing"
0.04954679925052,0.706923567269469,0.780067125813996,0.719009749106926
0.118915326230683,0.606342229445634,0.778157604036771,0.674594200119979
0.139978364205368,0.767792987840793,0.79962464895139,0.666367403196729
0.0447396315781272,0.754194850076341,0.780661450134168,0.666556529883292
0.0886295176387501,0.632263280981613,0.785835877377334,0.703652026044017
0.0766028892856242,0.718691801857462,0.812648457362932,0.653073371770816
0.15761917322608,0.75364587855674,0.812294545164732,0.675165092528138
0.0884064448644723,0.648240351631454,0.824606291476546,0.608853363274994
0.0537275015852735,0.697945080159718,0.778059334543544,0.613619879032301
0.0162400062889961,0.62191193489231,0.816490831973225,0.697962475004403
0.147555299529036,0.761545488612845,0.79056812149237,0.621659353976313
0.0686841311143824,0.678580284519067,0.799851519628585,0.659910062614798
0.0911557368680527,0.610373034419945,0.774980723568667,0.626862596715461
0.0745717216722081,0.749818291196601,0.787436921975452,0.706186819790755
0.119294390165746,0.759433265294069,0.816159882154905,0.602038473444322
0.0256480318420652,0.674842249361324,0.770727229602695,0.6735576834551
0.119374408517473,0.688166807461952,0.757564663413384,0.62553710528702
0.0798925235845756,0.755681444499889,0.790427794223892,0.652063819853199
0.113435116384014,0.733897658249919,0.789670933698185,0.685576700505713
0.190978838093617,0.797976466878942,0.797828545091096,0.694173359341369
0.115683056113771,0.744912594332084,0.806259016098926,0.724089612117936
0.16165530740951,0.722525656332274,0.802984410367393,0.620136649033939
0.0721862542836208,0.727199073210521,0.789509556634128,0.696837695970347
0.175194513463025,0.693843925407443,0.775897963438628,0.629594813232534
0.0298747192388716,0.663265056134811,0.777656019165311,0.649822067937156
0.0600347118259653,0.724058248603435,0.818631410423336,0.66088942511593
0.130156916022218,0.719996098032925,0.753900473913488,0.651256295581646
0.0832968532429572,0.670184445057558,0.809106164312259,0.716543415654999
0.223842348306798,0.677966589588419,0.7649956673782,0.697711088353632
0.26805304884211,0.756033582305734,0.808099348484311,0.681736680124879
0.104187740160584,0.712383606030498,0.788731778883304,0.632642057103891
0.063537847101028,0.754473993134305,0.817945900940317,0.723694958929267
0.146401375931565,0.731948539312153,0.771878607520949,0.687429559438514
0.0617215375750222,0.708902386656554,0.81218991555916,0.622226540229726
0.0640953066583551,0.774383084496669,0.784324667728598,0.760283338778093
0.292638482006152,0.76959923077516,0.824415619955631,0.655073540367844
0.205364857272366,0.814209317449007,0.799415845127085,0.676292447065139
0.210518175801993,0.777195442989675,0.818344532675983,0.618487930851102
0.104510911554198,0.743646398458933,0.806603274834247,0.694330120992698
0.165856762123469,0.700666611509904,0.754836428468806,0.668912614368515
