"aice_nonbreed","aice_arrival","aice_incubation","aice_rearing"
0.0267353688933045,0.338163099023767,0.731915416540926,0.594438363771947
0.0338021569823069,0.312779057052084,0.742386677750215,0.702448816982757
0.0295182699572992,0.365006144547978,0.763342591787922,0.693056044189857
0.0311425396699153,0.394971861025127,0.747259452575263,0.677437587476205
0.021476359509858,0.324443189657445,0.802495853546779,0.7376740402844
0.0485710666708709,0.346909996168084,0.782827048025412,0.6331980728533
0.0183870669879677,0.369107817488049,0.820891550617277,0.721785046660581
0.0364378855856911,0.321187382018998,0.789081486881004,0.608787633725902
0.0212360220744095,0.297016765769284,0.729850721801981,0.651205252620951
0.0128876610082503,0.346543093600124,0.767158192304404,0.706722674060135
0.0786849638867095,0.540839560936209,0.839304700316159,0.738582887220947
0.0402055283475364,0.369959301123183,0.76466228563687,0.705512335889119
0.0469832612513841,0.324984884660866,0.755916476882239,0.683409861694902
0.0280343727420815,0.303989959263967,0.726448010523289,0.667693396434996
0.0479550737461204,0.361427526769978,0.799165720745898,0.637663143214231
0.0171006932250328,0.350693270251922,0.74856571809187,0.705497374290623
0.0800370604854,0.393203334271172,0.756730939214189,0.686995658876501
0.0289879176771792,0.35589253276461,0.687753982565628,0.640025968896595
0.0430116212968199,0.305492421639067,0.766017960500685,0.680734500384095
0.0283340890684081,0.421352882999752,0.758641073847328,0.733700606960472
0.0619963018600071,0.429974259542405,0.816094882599983,0.718486814368477
0.0738094702738146,0.404585560917994,0.598590686024074,0.702509975818156
0.0223614161493969,0.363372582568151,0.79452227985216,0.682209026998034
0.0583045006624815,0.367907268992298,0.79616298083142,0.665172186928019
0.0240215619100403,0.287761171333252,0.593522828761625,0.665217739248511
0.0342745357547435,0.359018625788048,0.78432580260293,0.710704159188239
0.0727597994702227,0.359516861982297,0.703613519454849,0.70948840048631
0.0313697428978615,0.34471232586174,0.80632908799527,0.735764820745648
0.120447095266903,0.424591097470978,0.769595471121375,0.747029255435282
0.152692160661993,0.49572103313218,0.808333578307603,0.654131608144175
0.0344257080680443,0.343905282639832,0.761729444738203,0.722154679707127
0.0199908183265992,0.354232376464942,0.831100690247182,0.802275613997371
0.139772709037713,0.498134863354526,0.67239655218034,0.689955294801989
0.051385275904786,0.438415367151654,0.80312182534097,0.704709842588032
0.0355774903263041,0.374846039514286,0.779059453070181,0.77668160403104
0.143304113327316,0.42207262255816,0.786732946250877,0.705786089959144
0.0494211705767207,0.450169494600906,0.788856030579727,0.635679571289656
0.054256549506254,0.471390585795115,0.751764943294926,0.635037327874136
0.0302093133950098,0.356114589531804,0.76402296589602,0.656701943734021
0.0743215127146581,0.472780617292815,0.805216734344867,0.723597101507134
