"","column1","column2","column3","column4","column5","column6","column7","column8","column9","column10","column11"
"1",2.48104206152805,-1.02345987100695,-1.63601151437374,0.199717991059044,1.69844290450453,1.06063592392902,0.147966431099068,0.253887789534185,-1.64892902046733,1.04234401129566,0.772531657336063
"2",2.27187910802324,-0.962759277163509,-1.58944245136514,0.17807618751163,1.50880696486555,1.14404387660525,0.122383926517725,0.0405726005536508,-1.92237832047202,0.892234649965171,0.798168399350947
"3",2.41104199983491,-1.00420637117123,-1.22974477515555,0.187142053184101,1.54070099396851,0.832735305888618,0.125009601716511,0.340817090704009,-1.64115537889153,1.27398090320723,0.796923722794524
"4",2.36175395953925,-1.44169792911464,-1.61650648902617,0.192815440702896,1.49075606981994,0.914884011911891,0.174011452359235,0.0361679262225152,-1.63644936607427,0.887613320002297,0.796648589658091
"5",2.41069730462684,-1.36894153404112,-1.92680306013879,0.18506213751344,1.42434125554078,0.986680949551228,0.11257527748625,0.088825050872049,-1.64413711267605,1.15394974272569,0.782636770633462
"6",2.32012121138283,-1.23929886123525,-0.513666428452176,0.191131377955464,1.48590092008425,1.02976749880007,0.196648379261341,0.103136814284229,-1.38334489429724,0.979117547273278,0.786937320972042
"7",2.33939383396362,-0.951265767928481,-1.71336014648684,0.178778479552979,1.62483268014138,1.1369240942065,0.175540029490543,0.0997500048579519,-1.7520791147217,1.39862128154845,0.76291258678597
"8",2.28743963886975,-1.11220663681651,-1.67625542732458,0.191388295686178,1.56379482552288,0.574894405012666,0.1907771718966,0.331523077378653,-1.63586726549328,1.01659089447057,0.799768838220979
"9",2.4909903291656,-0.717177644046055,-1.60188912181155,0.196591488052574,0.998304533595869,0.888453739715385,0.163362057431638,0.246547803960851,-1.41989733396083,1.2311805103505,0.798458679040764
"10",2.37481755020633,-1.19745932004718,-1.71369942238376,0.184316515110712,1.53963124054335,1.38143886213344,0.174554024553316,0.130564270962035,-1.92608255807979,1.21918914910109,0.77532104872759
"11",2.35886049741738,-1.67394637814385,-1.82565223408002,0.190368337049778,1.2087387512136,0.383022221761482,0.169930563385959,0.095310006977863,-1.06506147742735,1.28678380137633,0.796029512176073
"12",2.32378203155949,-0.689926476583665,-1.27803582227507,0.199559361784725,1.3512591021298,1.33356271902994,0.10717008954448,0.0472529205405371,-1.91747505340241,0.828845863570343,0.790371868473803
"13",2.27316181354016,-1.03726099403538,-1.5420534550603,0.193764093127151,1.68767133843747,0.780313763675072,0.149242114873987,0.362087385104255,-1.84802525285009,1.08246219817459,0.797220874906471
"14",2.42818463446251,-1.22043060688625,-1.5701341755409,0.194517498197789,1.38223648133141,1.13483470865712,0.199077574182075,0.513501053919251,-1.51735161697813,0.830743811790632,0.780162936477248
"15",2.37901590391533,-0.550086123046955,-0.0517784735167319,0.174617262380358,1.61246779019108,0.899747908822732,0.180753492892036,0.315367415959789,-1.31618691929972,1.09550884304181,0.760344440992116
"16",2.51741171371724,-1.12345884215007,-1.07302062996302,0.177160520437298,1.2051239296527,0.593550152392701,0.176755630268231,0.341152151747464,-1.41851127291183,1.03800571298995,0.7799503906594
"17",2.5297268801037,-1.24359007709379,-1.9942558476113,0.197266527563141,1.24392880403997,0.577983401919299,0.156319968657603,0.224328744658074,-1.54522801361165,0.88557094342343,0.799984467538873
"18",2.25983736874999,-1.01062461998183,-1.50450606158379,0.143581575664082,1.38232426251251,1.29812193520106,0.145997551897802,0.165920949324399,-1.42804703617666,1.21118360845886,0.786868668375885
"19",2.49814198675417,-1.19080873974207,-1.76815298990092,0.162143053609671,1.30038609801339,0.936455762069128,0.121071639726778,0.132441596275397,-1.56161909647021,0.933171843555129,0.767479732198931
"20",2.42518839180527,-1.41732359878901,-1.97825644100934,0.196853563177583,1.05404809843898,0.598525958985024,0.193377469698607,-0.0147232211590872,-1.77903054895436,0.816888287084837,0.782208780551991
"21",2.36830411089959,-1.74942010201743,-1.70532789415629,0.123440098080907,1.26430746597154,1.1554043065681,0.13171011115504,0.241100360718985,-1.03180193083536,1.45303459075415,0.795069066131432
