"aice_nonbreed","aice_arrival","aice_incubation","aice_rearing"
0.231008067690097,0.519407654748637,0.66598076958923,0.567058354371291
0.154451559757429,0.448314041755186,0.616711249918157,0.626554003617753
0.175949574126258,0.42446671016379,0.509652861368761,0.514892806376458
0.139933940351595,0.444252969430137,0.51755646650698,0.661004196395345
0.15645832386477,0.585381821682011,0.754811657285894,0.623290529956853
0.130312284872512,0.515733148440759,0.789381660724576,0.515842149060171
0.113358191067143,0.478565696730669,0.656796245517358,0.451063669808917
0.032900197940718,0.310387676393215,0.69071110937453,0.505079299828637
0.0424821971075857,0.365117008207013,0.619938017139052,0.449551504809664
0.117590716684608,0.51720122605585,0.7742891906621,0.633655649751504
0.179156218545335,0.491645906850536,0.664426696516559,0.522038945774951
0.170883017314257,0.62101917244511,0.739031536320615,0.653914864518707
0.249583845279347,0.509094772244589,0.710861096059087,0.624559820579046
0.211765867739641,0.523981908926533,0.59696885168289,0.517906929589005
0.124010523264916,0.440741280146337,0.685226918674296,0.544455141080538
0.236620066667123,0.645464083511133,0.780845625814475,0.6938378003357
0.2601141785194,0.486007545962187,0.66827233704103,0.642894728979171
0.245296297893724,0.500841706303199,0.758018624873261,0.640784892396133
0.171477025673028,0.568184602595957,0.752714642232266,0.628307388072561
0.242296604898577,0.480103990839665,0.614546866597592,0.579004238448174
0.184223818879683,0.583897485471149,0.788071090692134,0.501566710575068
0.122638985223406,0.621065664008987,0.754635887107943,0.553248549180276
0.216710910230937,0.557622329061843,0.73474726134362,0.528443583280651
0.0479764995963945,0.468902416371439,0.654442958992589,0.561099944586188
0.220589617037469,0.59224137344796,0.771831057486601,0.609496792404598
0.203743024330223,0.492245377696952,0.588267811686279,0.538814085023477
0.226122090470614,0.574044857456287,0.791011426973284,0.593122873514194
0.177264063682558,0.452871381393165,0.69865872776984,0.627996747414693
0.217782852794248,0.553872421717676,0.78260360443914,0.65340356718455
0.236702915132166,0.575842658351906,0.765161865475496,0.567560547323876
0.257937709585926,0.513651406531875,0.60040990472357,0.602508963030188
0.198664469730498,0.549747039205547,0.685106575222039,0.547966287416372
0.170321705392138,0.528632541935216,0.785388392758198,0.669503110539845
0.236369418842518,0.571578243378471,0.763874257535994,0.637901198573311
0.359999689403074,0.598500826821298,0.804496635365326,0.734041169475907
0.31838777624857,0.570132602210516,0.741840395555333,0.636457619049148
0.188639267205487,0.527361817789803,0.726313971406739,0.639786545602102
0.235752728005129,0.528331292002822,0.6672100807078,0.609558401741694
0.234588918196673,0.552321639058237,0.739265027704491,0.612470762997438
0.186444871122496,0.520158377172216,0.785179730596317,0.612056473903681
