"aice_nonbreed","aice_arrival","aice_incubation","aice_rearing"
0.823774391598221,0.839731434968448,0.838999263636358,0.81596686784406
0.706824268890557,0.797555086958888,0.814717489685856,0.808669153527678
0.691199245150131,0.828160921430769,0.830154830304532,0.818524064340721
0.725406156971965,0.846844773195705,0.830618981443343,0.817312589750052
0.873032825156738,0.850853949379506,0.849774947099572,0.835336539897935
0.844415369280938,0.855655885162386,0.812077678016813,0.841549271014623
0.828309824580076,0.854455262946482,0.809949513462673,0.822776156537201
0.69122662290129,0.827834635455764,0.845935308468434,0.817563592197985
0.846778413626351,0.852829336829036,0.852641123599376,0.662218258339914
0.534373192591712,0.845213280296972,0.844349516082314,0.822719450528197
0.725643947454404,0.809918622719045,0.815712859997591,0.849706324657513
0.880429679167883,0.859173877201571,0.866305847200161,0.849708739813326
0.919060104121289,0.873880252124856,0.840187265380311,0.838863208885268
0.863210536610158,0.824820983887323,0.827474451944011,0.766920211758773
0.624162419119578,0.82783800557404,0.813359124557322,0.815649422963284
0.868795564938332,0.836170576650135,0.841125810597132,0.806640400273844
0.751000383129836,0.833760448948217,0.822272345839383,0.822668686981029
0.787012539686017,0.834953241001104,0.834594570757545,0.836680964156927
0.902620587755446,0.844818994767146,0.831470644081107,0.705597620139775
0.40752540569639,0.774769112213494,0.804674785065578,0.811754432522898
0.805791273675315,0.845245551197222,0.842020031967573,0.81221931615173
0.84952216638974,0.85058716589155,0.823517035601372,0.776601998446581
0.710871707713509,0.811690157291192,0.810490053495548,0.818017722123018
0.855026715624947,0.875434539250737,0.868236047515447,0.814110555175496
0.803426357903045,0.836810442181546,0.84498047194189,0.851120614239352
0.903449978763142,0.879123813107506,0.86927279958523,0.857319808743661
0.871516246837922,0.861386431349514,0.859589131962466,0.829538434712772
0.801031705906467,0.813266150299649,0.832480112597189,0.80536716764218
0.854467264358127,0.84515512785057,0.84963746392637,0.833949379905712
0.828784248846485,0.845443231138943,0.834503779679935,0.828820211168573
0.904769685527257,0.874886131143864,0.867289757916943,0.849947082588864
0.86249058204633,0.857057451925796,0.86070901062279,0.833077933759254
0.916715688205435,0.880102952844936,0.870380781331977,0.836680065190576
0.820304761386798,0.853064293096734,0.853630706225136,0.829609901603323
0.766551455084392,0.82664917810886,0.838987278600909,0.854085921932529
0.903737942542799,0.881757306911313,0.881492036819047,0.83998501762162
0.865681098595976,0.847383837563914,0.861721040698009,0.863336028540276
0.907140279961545,0.857644147006848,0.828469810506777,0.829102047988458
0.870546773080149,0.799435059875135,0.839534822640548,0.841684657609257
0.871484376515088,0.83509251827769,0.848123419133151,0.835374718495695
