"aice_nonbreed","aice_arrival","aice_incubation","aice_rearing"
0.0711793770076336,0.376358566266495,0.68819133825264,0.583765719230567
0.0323882936282715,0.17583164279353,0.639235900278003,0.661694447522252
0.107529208684249,0.399732822266408,0.773549896576627,0.71359445833232
0.055762169997402,0.542581378187897,0.823787135057008,0.679459788628224
0.0612671573714968,0.257533729511142,0.627497522969083,0.668871862487478
0.0315824809011791,0.248753025338984,0.728263793013441,0.701252707650263
0.113573188703584,0.316637224977733,0.632579970694432,0.690844555989673
0.0716817964343031,0.198427229684273,0.617764004231979,0.655019661674191
0.102994425804025,0.400514988218314,0.700773072384429,0.551272833769982
0.026446788555014,0.218528552175491,0.551829863592878,0.596294796801051
0.0791010643410058,0.469977611670333,0.71090274928967,0.555230239473383
0.074384362349856,0.259418028590974,0.621672465093599,0.623594354288626
0.062879764390784,0.225002806677788,0.504977394936907,0.622522779556472
0.100045984316244,0.392884264949401,0.692849874087042,0.648027197646927
0.0483898909129166,0.389071288008903,0.775866662180999,0.675821010822845
0.0623404072950258,0.455975711198337,0.649732206280147,0.625704985997281
0.107371778971945,0.444501248690904,0.502227729756178,0.62837234945637
0.123700117309327,0.436558201107263,0.659610002095724,0.631137987926656
0.110089725777609,0.51151830684139,0.718330350567283,0.702341937401645
0.121506632873718,0.485301172301339,0.762771866437702,0.635274206032971
0.124822258825218,0.430524994399832,0.672886498026913,0.669968602432185
0.0558526696208265,0.337402433705568,0.706409968277256,0.671447661557052
0.136812157771365,0.342764977614272,0.672340864909331,0.658533368650354
0.0937657082940223,0.284659303431315,0.542323093465847,0.631081279567153
0.0550586511746542,0.337396726644251,0.687811279518135,0.622586928308191
0.083151137466141,0.324438722310183,0.655346551863042,0.583238653130156
0.0870106790955408,0.350832119626461,0.582796500884421,0.576275235444558
0.0941881050565538,0.325072581812889,0.647361260614848,0.653364649273634
0.0785285383325011,0.211011778063427,0.512904938420002,0.61212770793018
0.138083906604859,0.409711368709557,0.736832086016914,0.727329601366379
0.078731965531391,0.381556764583438,0.648550300362242,0.672706741757491
0.114938337141784,0.429324039268042,0.657783768054582,0.511906404962133
0.0183334213695702,0.345792890962957,0.65663216645061,0.595946425800568
0.0116106516563279,0.329531164634983,0.650795895411971,0.628056039668403
0.140275859122366,0.532163185422652,0.706149787358108,0.664358739981486
0.0763294323391287,0.423801876251674,0.740873226141272,0.735610703488587
0.175018816650612,0.532541029122221,0.696986151196885,0.657367229995789
0.147403935136078,0.552903564472356,0.74979823275886,0.658022638759086
0.143313543115048,0.428821565587275,0.678256352651611,0.595233855213323
0.0825324640655115,0.352533958600701,0.606964536096005,0.61828325963547
