"5%","50%","95%"
14133.343312739,17773.3780117096,22485.9777277622
15115.5664702123,19328.7109703965,24927.3830245932
25961.4600880964,32228.3469095861,41057.8869729146
76754.6845139774,89605.3882504023,106628.578589344
66468.3040713924,78318.8455144311,92907.1627003726
13798.4959832063,16952.5797455842,21269.971256869
14959.3041049682,18923.9525523056,24324.2473080946
24431.7885775205,30250.2702799154,38683.8778769868
79656.2313618197,95804.2314612521,117194.492554864
66211.2536125218,77734.662179949,92318.9108767231
