275147.293656252,268770.108093793,244033.168477804,252302.062937074,287066.61279594,281419.196273317,248846.445527174,249748.978096154,284472.2771378,274062.968645233,254178.835021992,272952.777009198,285351.745853782,267917.926754646,250348.996479127,264732.32793805,271650.80945424,262683.313153898,286520.515420079,282955.227744251,291574.088656608,256896.939214413,275701.106941344,271176.681105882,258644.062581731,264525.051356697,260933.894833439,278944.815679638,287084.589567651,262712.187264885,252044.479150315,270295.78940397,285526.850029563,251198.346575837,245282.191976448,284545.95963063,281198.208642948,262799.319169814,266512.674559937,285914.62273164,256313.667834296,264501.650795954,264475.587959416,248844.54408494,272748.785164689,247763.591900179,270258.690411395,275346.295520384,272200.362893307,282252.364849497,231278.39183923,273959.452022607,240395.224566229,270959.001963832,254486.673531645,249403.694608465,267521.131255763,270717.464727052,260779.115396068,238908.92391496,300699.751252157,243363.963909745,282336.012913895,256846.307135302,273382.733979179,242712.378328218,261843.394692071,291396.718974481,255730.385578277,237391.150151607,279626.257787214,253469.518281932,276967.436868565,269958.397873459,284494.629563632,276216.855864491,267370.567302948,279588.892201352,274711.491615126,279613.593613828,271161.067360865,237830.037011515,256828.385604763,269203.342650617,280524.81572591,243870.840894835,271012.842159271,290934.496202009,274100.272799805,275590.710431813,283819.350074863,251519.285890138,276235.734529963,267837.887767598,257716.641677379,268406.043455685,246727.46940582,255534.091326276,261028.785204721,275571.497046586
273717.961186252,266203.398081987,240923.364421596,243766.940172364,284366.570038536,281499.669830571,257536.235717619,244716.746390626,278354.94131734,274866.418508862,245016.519417121,270362.698392047,271205.690403859,261507.751246336,250654.547476078,270394.001509127,269704.5239916,252970.969086639,279324.754821057,278429.356745041,282507.099917866,254351.867953169,274007.345003712,265345.683715398,258452.031842252,256271.717476973,245733.490796596,270175.122355289,269233.36394255,272702.087147354,243880.760271863,266344.130989698,282655.08789109,256593.488062783,260234.624467236,287581.64142797,266280.401687878,262695.746565242,265786.750163333,279334.021509561,255159.01673877,264128.203864064,262624.862734877,246049.541357585,277323.00766686,249545.684623686,257758.341852007,280747.679840157,262992.033319027,282754.249439228,221587.286619013,276711.742030932,244449.403923301,265240.339731481,250886.933285519,257728.932295771,262543.574696769,262606.058438129,250656.901320807,244571.773295388,303048.276742989,249208.666306706,280993.928784611,251885.293460655,255999.061467211,254994.443741773,260717.050476032,291394.019206212,252212.151117016,237341.385317115,270787.164480632,260043.458602771,274886.591466223,263095.225317124,272594.41590965,261706.606176449,268089.012697171,273568.750208531,270966.120249945,272643.348059744,276251.224425017,243363.797261884,266572.443769596,268793.910536557,264444.224735858,252958.278022671,266470.213402804,286439.68060783,278956.815013932,262289.504988048,256263.148139556,260353.39004907,286665.704774278,256476.303611827,249941.021501692,275795.203241354,254806.995528129,248587.78777844,252877.382412899,277237.359758486
258092.429903079,268580.861057646,234482.187725279,238068.034224065,264330.237029472,257598.746558794,236226.896480505,237057.234115783,264795.300307394,250902.339425221,243183.57240469,265894.266871429,265943.913187142,243691.828912272,253333.908514356,257994.057153284,264252.978433486,246232.127336814,260859.540311799,255546.274088913,282417.189240817,242745.068085388,255076.957741184,243687.523828729,252886.227895821,242654.552750623,238836.915779115,247769.057473908,253328.39539339,256000.025298759,238965.57076464,261009.855566544,271811.184089751,242656.63198946,234259.301450078,264241.774918181,267072.227087084,258141.201861489,241204.030899677,268648.393772987,246165.904443704,255924.91285987,249130.32906337,241920.63000043,253014.796311273,247065.680012453,244718.118369898,263615.509932175,254447.944293234,261098.693181441,217690.60224572,252229.463327805,235150.070131366,251480.515944277,245588.014795566,246850.423884256,251173.625956348,259630.527358811,251626.589418922,236304.980988001,287412.377021239,242351.465056133,258736.64697231,243350.027292959,257377.518130002,232931.175280421,247663.334323788,266752.493217875,249014.151980753,238191.915327005,272616.703481808,251034.49347845,255794.765020241,253508.791637398,250293.677467443,254654.032097915,257814.704639772,269145.947518002,261820.888629408,265048.536566038,267802.422546808,233453.136740216,251186.108312591,257306.373075459,258377.248911321,232727.767842267,251216.853816225,271055.866897479,266220.00502765,245865.933537165,258185.288406641,252794.841913288,267967.604322446,246194.678857888,240707.479886777,254888.419384768,238947.356111818,245590.654080977,247410.793507402,266275.382712219
250311.860220364,246678.533808163,228781.194482283,225419.706916359,254898.616265785,245418.628738609,221552.105018062,230870.430663878,255980.516139167,246379.855250079,233173.07275815,250997.411807707,260927.020606037,244633.170054857,243587.618487807,246678.485775119,257029.109332848,245297.826442738,255109.016149054,241061.040318387,264029.778409623,239651.160880397,251883.382466805,237530.459865159,240774.993590261,238613.543315412,236373.846314169,237262.008144519,253037.525196168,249644.416314744,235859.920242533,246322.083007007,266551.715338224,234097.188461714,223407.070854972,256693.740752639,257900.979246154,249615.946408257,224961.565751943,254652.352506851,234725.622661104,245472.45432133,239905.312056255,239198.511477797,249227.567853742,237127.909677372,238903.748708573,254048.101085429,249196.015298265,256880.30473186,213758.099258735,249407.200372003,239948.313976855,235991.342799396,230825.731667279,237190.804482651,241112.930661605,249986.471608148,246439.416043505,234028.459123958,275344.941596844,225395.140750007,254677.834271271,247673.379460903,249338.696891753,235369.873144251,240186.504022629,257937.170530182,252506.304855143,230909.982004072,258378.438857784,243813.719797336,252423.704889768,242113.567283318,238497.233138279,253519.530120509,248133.715499298,252393.174105846,259837.915441128,252217.34574974,254050.787407175,228078.277798445,237033.948397529,252041.837756537,255282.768687622,230331.531644696,241763.400252922,263673.779996323,250991.83519198,242358.162291893,247755.283275472,239468.185872457,255385.183978651,236423.211908191,239409.408047413,253191.804062936,241695.983558743,236373.928161326,239176.854357908,255175.859736825
239173.985295866,239521.294350768,224154.530069041,222707.997400828,250695.437322325,242129.013735748,222957.060330193,225447.764679975,251339.923890672,239529.523606115,226028.33864025,244786.709466442,249860.344962083,243489.419359815,235802.594620761,246038.979986437,245394.081278825,238946.148141912,236163.149170947,239840.450067106,255876.822114359,230162.531521667,241983.861168081,230162.814024286,233486.159958632,232418.995415626,232209.554821996,229629.105637065,244562.811110573,239577.424899401,231209.530660756,237554.432842137,252051.343249922,228801.831911689,224146.253025903,246816.374710091,249398.16022795,246228.929205124,218665.054018502,254962.133661035,231662.097935007,246001.153016135,233386.843807222,234421.205917324,248106.682141581,235809.014812129,237785.768328247,243547.828743529,243240.548158389,251171.914434122,215631.297073958,246973.480454888,232350.553453097,241604.247616369,228954.751916388,232414.630613129,234388.667892509,243845.902500796,241100.041343465,227732.946377396,261957.911503909,227140.933670937,243692.123085469,237996.609631405,251946.535086654,234526.109552829,239513.954916868,258587.862215393,235795.612154393,223264.597427699,239521.70585112,240266.989095371,237941.443394164,236843.139869446,246775.909623037,240525.402306828,232813.24115181,247412.762365336,250943.074550232,247801.41568088,247210.493483447,225936.477535816,228675.246185493,241930.646718286,243493.988627521,227572.274164872,234885.429637045,252055.876205557,244636.697446302,228548.374642245,234258.599131581,237164.097680051,250637.543040481,233550.07834105,233472.731088196,249173.709985127,225695.275652473,232872.095450475,231896.453743979,246391.840275986
235192.534626565,245869.465002922,217839.952036385,222613.166218659,242480.042285032,239067.660419304,227245.974156421,222649.978631932,245602.713786106,239023.346801182,222009.936492782,231873.716627857,244144.408573355,234335.733054885,234096.955301926,245142.976674363,240763.445065376,229131.788382882,232381.813275986,234837.567328522,251363.890648436,227831.492196482,238401.934556327,229305.42642895,231372.734867848,227808.18871305,227469.638977945,231652.041611999,238125.241582167,237321.532985583,225685.535048165,237673.493448107,248830.569857009,226511.31856758,217044.247975279,240793.442163776,237079.14414075,245148.801297412,217947.4916944,244214.480381742,223308.597392335,232609.895425388,225011.883047349,229517.569217105,239065.541789123,233156.477647884,227713.306423982,245985.914364015,238096.116972812,245225.637981685,216238.268951122,248396.112797878,224642.671485789,237722.814077637,220547.556373345,225450.848998,231105.385714264,239037.151693693,237957.20820224,221426.076224141,255872.874112674,227759.504738526,236211.725728103,230071.232979683,233043.907080292,233463.159478729,233238.416317683,245903.277475726,229432.570487828,218301.580357851,237906.697623822,236345.149257246,233395.84798467,231242.171977019,238763.109890257,240080.516861598,230414.184218075,247247.550006048,243323.606907931,243922.360334132,248973.382257144,218431.320209474,231011.25651213,236015.095900656,237708.322905315,223518.752167704,224495.840786333,248424.536399968,237156.302926489,225612.002801702,233120.002503057,234838.599103187,246168.418414375,230444.961791306,216819.058049981,238574.740718812,226120.29959621,232049.654670938,228941.224199333,239064.295417995
232608.52378767,231534.868534994,217329.721791744,223782.198270277,241020.73320008,234228.698412358,230736.457627447,221729.218138596,240521.160014375,236939.554570302,217697.045958741,231807.938776051,241766.531207132,231935.701384451,231712.930222968,242404.681806689,242491.788327737,226907.073739274,232657.197196395,222680.869026011,252336.963543328,226873.726234785,231706.180005657,234763.423765857,232224.961220261,227889.668914971,226090.629196997,227586.26864908,239758.158883246,237990.26064392,226317.055901423,240776.579504233,240472.531386707,228077.98609636,218240.980732663,235301.626229793,239674.667067446,241353.934822423,221614.396786804,245336.601511768,222914.298350522,232136.038216768,225231.696914789,225610.123060526,234043.611308835,231791.426639759,225758.795158173,233429.886697678,232391.883369094,241584.053106041,209924.044740902,245027.692256119,216116.376561717,231198.943825753,223742.301247443,224343.62011631,227217.763528055,230537.342263264,236878.489679133,219453.375626626,248841.17450829,228721.175739654,231608.569749992,226173.268314429,228565.664523219,235404.151714137,231733.181442212,246171.964615501,223870.08156941,211460.705387415,233493.178241874,235788.151448718,235502.44673636,231072.507032024,232616.280767195,234624.487777895,240193.739233366,237301.359945119,244054.721281924,239125.209510821,248143.608233221,221363.133774804,231994.808505113,234289.730506734,233952.839057252,221523.639678364,223208.024606697,241662.020736843,235139.783780733,220348.843647961,229430.273615473,233359.377827918,245896.67082309,227991.250804903,216134.209309993,233103.187590798,224146.918733332,231702.880306245,226594.863129214,232770.321362579
227924.917900722,227958.24164565,216978.889592386,227614.78361674,234577.764086216,225871.348891705,230177.482513205,218314.433025222,239900.848210233,231624.186399641,212985.437105913,223057.877486702,234378.442127881,228377.407692554,232153.557507671,236772.445517745,233867.025321259,221835.74878698,233928.057717753,222033.99494224,243835.870884047,223230.415932167,223383.753445443,228422.698693049,230317.018555866,220943.50027893,218380.734562986,224165.510259418,240951.520524414,234843.166418783,223866.144663786,231832.635267895,244076.699930698,227289.384939245,209191.795639884,231967.520044702,232818.373543708,235000.776380202,214110.320632442,237916.468764986,218180.055285109,226839.217041884,225449.263398357,223597.636111763,233310.371553169,226681.948806099,218774.190656878,236373.937815498,234599.699781466,233168.214836675,216160.768393936,244083.056482421,217943.102769784,224763.759874538,227877.674495898,217636.158131691,223055.271886227,228685.232357642,236742.621391608,215230.090750338,242615.159884814,223696.485541478,227619.560788062,220052.619184827,221786.354241129,226314.995722872,227901.411763134,240670.044907214,226863.578078093,211506.772523955,249188.620382552,230800.26102306,235036.536998594,227209.837229572,224884.848243504,232899.277885327,225423.956090938,234159.072352199,241990.794005587,229090.620223493,236299.612086924,215462.190258871,225496.318686426,233068.388034015,235155.583924049,217975.569698896,225349.685859844,238012.853275774,232140.454606463,224286.296363311,222726.902630965,231176.543159856,235183.048138503,225146.479738302,219678.506809883,232427.367456009,218861.025927463,234502.240686975,221031.253972431,233077.399333794
220371.097315931,230739.51174611,218295.701026992,221546.5526351,224659.003418501,223956.914621823,225078.959760752,214581.406959045,229209.10540908,227391.105761744,210508.503338178,220094.55409209,228974.347995422,221285.482493245,222266.516719891,234361.593253033,230031.951642683,215941.578078932,229609.515387569,223118.205128863,234458.838672888,219334.80981378,218248.634262971,222140.625581821,226594.337129622,210150.565829439,211655.527612056,213974.395991907,233934.386076631,225627.287400493,219051.67225753,225209.577755764,235960.033396912,224077.612797488,214042.905051562,220577.088090126,227920.033692952,232103.813779294,210274.11442792,239151.083670504,210815.540374581,221939.041242163,221785.503732103,225254.708451624,227925.547110813,221106.336385174,217867.656785899,231182.471031117,232161.471983217,230023.218078052,207197.752630006,239131.2293253,203498.153724567,219761.025224004,218105.994170444,218568.13473383,215662.231328035,221305.028064816,228638.043022962,212168.700128347,235726.092114779,213394.156321128,222054.579910753,219543.451147013,228777.022838919,223543.475405684,221819.179438989,248076.02324294,223476.517442571,218304.642949394,229610.206748308,227197.905534421,229844.008406566,224529.614717354,223970.75608601,226952.817327349,219872.204088882,224196.857236064,232692.94488093,230817.682980355,234604.934467642,214129.716723023,222408.935260899,225468.04399566,225076.277288634,215295.747465904,222115.786361627,233806.385695415,226274.077173345,216630.59561553,219689.125137043,222715.347588662,230890.313441137,221066.23601746,211189.972670555,228882.70309362,209905.597453293,222159.447012458,214260.986066299,230704.662840152
218228.732751951,217539.474143389,210099.56581164,214492.506989731,222369.350280479,224941.686793754,224916.862419639,210498.947526382,227012.049086821,220647.909037133,204125.376640438,220299.79847724,225945.140699713,214442.64009432,215499.793855109,228973.754573563,223782.36739706,214874.164392794,221087.659113623,214182.703563071,231209.123721465,217859.793396726,212182.286432335,218048.319645888,221104.611213728,209284.393649483,212001.220057921,210910.743046643,231888.762950214,224930.182922296,212662.616142203,218989.355346495,238522.437333704,219740.855753287,199623.40857115,216391.49680862,221152.288214395,226868.262002863,212613.488069225,232426.680988031,211928.548673454,218564.185560859,217499.005740897,218811.03943092,218315.457961775,214320.547827346,210224.461784913,227885.410141263,227613.816662502,227057.836550903,203646.156751928,232809.703369163,204406.853278412,212139.444272164,218987.524551109,210355.482226403,211742.982431243,219669.114165154,222754.418715068,211494.048850797,232777.951409417,218564.848878039,215806.515176051,217624.459377228,222606.295823964,220972.486592975,213616.379286744,239580.58103195,218788.649832767,215692.891434921,225245.72873924,220260.570266595,222538.848874192,219770.227205852,218651.643836872,222932.93566563,213724.28513093,223926.939245969,228917.3900484,227933.238106197,228116.014097563,208788.292572508,214063.369185775,224218.053012103,219271.282297154,211341.41229358,225374.952234396,231681.756523817,222980.424793269,216322.478227533,211032.111273996,221206.288338501,230049.4775268,218658.19574121,212354.838526904,222758.873660623,207760.550642192,218375.452747556,209437.690413035,224600.06404495
